Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 0:00, 227.266, 321.402, -4.66917, 228.943, 323.775, -123.438, 228.97, 323.812, 116.561, 0.235749, 0.333399, -157.992, 
2019 Aug 19 (Mon) 0:30, 227.257, 321.39, -4.36417, 228.906, 323.722, -123.129, 228.931, 323.758, 116.87, 0.235944, 0.333675, -157.308, 
2019 Aug 19 (Mon) 1:00, 232.243, 328.441, -2.9487, 232.243, 328.441, -122.949, 232.243, 328.441, 117.051, 3.40298e-08, 4.81254e-08, -155.471, 
2019 Aug 19 (Mon) 1:30, 232.538, 328.859, -2.72146, 232.538, 328.859, -122.721, 232.538, 328.859, 117.279, 3.4154e-08, 4.83011e-08, -154.978, 
2019 Aug 19 (Mon) 2:00, 230.302, 325.697, -2.59158, 230.302, 325.697, -122.592, 230.302, 325.697, 117.408, 3.34416e-08, 4.72935e-08, -154.58, 
2019 Aug 19 (Mon) 2:30, 232.881, 329.344, -2.52867, 232.881, 329.344, -122.529, 232.881, 329.344, 117.471, 3.42897e-08, 4.84929e-08, -154.566, 
2019 Aug 19 (Mon) 3:00, 233.559, 330.302, -2.55254, 233.559, 330.302, -122.553, 233.559, 330.302, 117.447, 3.45094e-08, 4.88037e-08, -154.651, 
2019 Aug 19 (Mon) 3:30, 232.789, 329.213, -2.61128, 232.789, 329.213, -122.611, 232.789, 329.213, 117.389, 3.42489e-08, 4.84353e-08, -154.746, 
2019 Aug 19 (Mon) 4:00, 231.931, 328, -2.53804, 231.931, 328, -122.538, 231.931, 328, 117.462, 3.39769e-08, 4.80506e-08, -154.54, 
2019 Aug 19 (Mon) 4:30, 230.884, 326.519, -2.70914, 230.884, 326.519, -122.709, 230.884, 326.519, 117.291, 3.36161e-08, 4.75404e-08, -154.87, 
2019 Aug 19 (Mon) 5:00, 231.559, 327.473, -2.87107, 231.559, 327.473, -122.871, 231.558, 327.473, 117.129, 3.38172e-08, 4.78248e-08, -155.266, 
2019 Aug 19 (Mon) 5:30, 231.784, 327.791, -3.32098, 231.784, 327.791, -123.321, 231.783, 327.791, 116.679, 3.38362e-08, 4.78516e-08, -156.277, 
2019 Aug 19 (Mon) 6:00, 231.333, 327.154, -3.5925, 231.333, 327.154, -123.593, 231.333, 327.154, 116.407, 3.36578e-08, 4.75993e-08, -156.859, 
2019 Aug 19 (Mon) 6:30, 226.367, 320.132, -3.63917, 226.368, 320.132, -123.639, 226.367, 320.132, 116.361, 3.20684e-08, 4.53516e-08, -156.713, 
2019 Aug 19 (Mon) 7:00, 227.106, 321.177, -3.95499, 227.106, 321.177, -123.955, 227.106, 321.177, 116.045, 3.22638e-08, 4.56279e-08, -157.45, 
2019 Aug 19 (Mon) 7:30, 225.921, 319.501, -4.22115, 225.921, 319.501, -124.221, 225.921, 319.501, 115.779, 3.1862e-08, 4.50597e-08, -157.983, 
2019 Aug 19 (Mon) 8:00, 226.649, 320.53, -4.16755, 226.649, 320.53, -124.168, 226.649, 320.53, 115.832, 3.20957e-08, 4.53902e-08, -157.903, 
2019 Aug 19 (Mon) 8:30, 225.66, 319.132, -3.76005, 225.661, 319.132, -123.76, 225.66, 319.132, 116.24, 3.18322e-08, 4.50176e-08, -156.946, 
2019 Aug 19 (Mon) 9:00, 225.929, 319.511, -3.71599, 225.929, 319.512, -123.716, 225.929, 319.511, 116.284, 3.19204e-08, 4.51422e-08, -156.864, 
2019 Aug 19 (Mon) 9:30, 228.319, 322.892, -3.73801, 228.319, 322.892, -123.738, 228.319, 322.892, 116.262, 3.26731e-08, 4.62067e-08, -157.033, 
2019 Aug 19 (Mon) 10:00, 230.236, 325.603, -3.63794, 230.236, 325.604, -123.638, 230.236, 325.603, 116.362, 3.32982e-08, 4.70908e-08, -156.905, 
2019 Aug 19 (Mon) 10:30, 231.537, 327.443, -3.50824, 231.537, 327.443, -123.508, 231.537, 327.443, 116.492, 3.37341e-08, 4.77072e-08, -156.681, 
2019 Aug 19 (Mon) 11:00, 230.143, 325.471, -3.51394, 230.143, 325.471, -123.514, 230.143, 325.471, 116.486, 3.32835e-08, 4.707e-08, -156.625, 
2019 Aug 19 (Mon) 11:30, 229.977, 325.236, -3.63916, 229.977, 325.236, -123.639, 229.976, 325.236, 116.361, 3.32152e-08, 4.69734e-08, -156.896, 
2019 Aug 19 (Mon) 12:00, 229.704, 324.851, -3.69158, 229.704, 324.851, -123.692, 229.704, 324.851, 116.308, 3.3121e-08, 4.68401e-08, -156.999, 
2019 Aug 19 (Mon) 12:30, 228.327, 322.903, -3.66573, 228.327, 322.903, -123.666, 228.327, 322.902, 116.334, 3.26814e-08, 4.62185e-08, -156.871, 
2019 Aug 19 (Mon) 13:00, 230.997, 326.679, -3.83224, 230.997, 326.679, -123.832, 230.997, 326.679, 116.168, 3.35226e-08, 4.74081e-08, -157.377, 
2019 Aug 19 (Mon) 13:30, 230.628, 326.157, -3.61606, 230.628, 326.157, -123.616, 230.628, 326.157, 116.384, 3.34272e-08, 4.72732e-08, -156.878, 
2019 Aug 19 (Mon) 14:00, 227.989, 322.425, -3.51667, 227.989, 322.425, -123.517, 227.989, 322.425, 116.483, 3.25943e-08, 4.60953e-08, -156.523, 
2019 Aug 19 (Mon) 14:30, 226.966, 320.979, -3.3945, 226.966, 320.979, -123.395, 226.966, 320.979, 116.605, 3.22825e-08, 4.56544e-08, -156.198, 
2019 Aug 19 (Mon) 15:00, 230.616, 326.14, -3.82114, 230.616, 326.141, -123.821, 230.616, 326.14, 116.179, 3.33997e-08, 4.72342e-08, -157.331, 
2019 Aug 19 (Mon) 15:30, 228.421, 323.037, -4.00405, 228.421, 323.037, -124.004, 228.421, 323.037, 115.996, 3.26746e-08, 4.62088e-08, -157.63, 
2019 Aug 19 (Mon) 16:00, 229.331, 324.323, -4.33397, 229.331, 324.323, -124.334, 229.331, 324.323, 115.666, 3.29275e-08, 4.65666e-08, -158.411, 
2019 Aug 19 (Mon) 16:30, 226.301, 320.038, -4.50415, 226.301, 320.038, -124.504, 226.301, 320.038, 115.496, 3.19488e-08, 4.51824e-08, -158.633, 
2019 Aug 19 (Mon) 17:00, 225.678, 319.157, -5.01179, 225.678, 319.157, -125.012, 225.678, 319.157, 114.988, 3.16958e-08, 4.48247e-08, -159.729, 
2019 Aug 19 (Mon) 17:30, 221.874, 313.777, -5.40251, 221.874, 313.778, -125.403, 221.874, 313.777, 114.597, 3.0484e-08, 4.31109e-08, -160.398, 
2019 Aug 19 (Mon) 18:00, 219.615, 310.582, -5.884, 219.615, 310.582, -125.884, 219.615, 310.582, 114.116, 2.97514e-08, 4.20749e-08, -161.345, 
2019 Aug 19 (Mon) 18:30, 216.779, 306.572, -7.42876, 218.487, 308.987, -126.289, 218.53, 309.047, 113.707, 0.210358, 0.29749, -163.685, 
2019 Aug 19 (Mon) 19:00, 215.623, 304.936, -7.41099, 217.305, 307.316, -126.278, 217.348, 307.377, 113.718, 0.207876, 0.293981, -163.592, 
2019 Aug 19 (Mon) 19:30, 220.997, 312.536, -6.60365, 220.997, 312.537, -126.604, 220.997, 312.536, 113.396, 3.00881e-08, 4.25509e-08, -163.01, 
2019 Aug 19 (Mon) 20:00, 223.165, 315.603, -6.45879, 223.165, 315.603, -126.459, 223.165, 315.603, 113.541, 3.07625e-08, 4.35048e-08, -162.803, 
2019 Aug 19 (Mon) 20:30, 216.646, 306.384, -6.12805, 216.646, 306.384, -126.128, 216.646, 306.384, 113.872, 2.88437e-08, 4.07912e-08, -161.74, 
2019 Aug 19 (Mon) 21:00, 220.058, 311.209, -6.17966, 220.058, 311.21, -126.18, 220.058, 311.209, 113.82, 2.98476e-08, 4.22109e-08, -162.017, 
2019 Aug 19 (Mon) 21:30, 220.605, 311.982, -5.91399, 220.605, 311.983, -125.914, 220.605, 311.982, 114.086, 3.00433e-08, 4.24876e-08, -161.46, 
2019 Aug 19 (Mon) 22:00, 222.389, 314.505, -5.41236, 222.389, 314.505, -125.412, 222.388, 314.505, 114.588, 3.06407e-08, 4.33324e-08, -160.444, 
2019 Aug 19 (Mon) 22:30, 223.301, 315.795, -5.03123, 223.301, 315.795, -125.031, 223.301, 315.795, 114.969, 3.09591e-08, 4.37828e-08, -159.651, 
2019 Aug 19 (Mon) 23:00, 224.851, 317.987, -4.49851, 224.851, 317.987, -124.499, 224.851, 317.987, 115.501, 3.14976e-08, 4.45444e-08, -158.548, 
2019 Aug 19 (Mon) 23:30, 225.314, 318.643, -3.91865, 225.315, 318.643, -123.919, 225.314, 318.643, 116.081, 3.17055e-08, 4.48384e-08, -157.28, 
2019 Aug 20 (Tue) 0:00, 228.958, 323.796, -3.43618, 228.958, 323.796, -123.436, 228.958, 323.795, 116.564, 3.29111e-08, 4.65434e-08, -156.392, 
