Time, 10 (2), , , , , , , 11 (3), , , , , , , 12 (4), , , , , , , 13 (5), , , , , , , 14 (6), , , , , , , 15 (7), , , , , , , 16 (8), , , , , , , 17 (9), , , , , , , 18 (10), , , , , , , 19 (11), , , , , , , 1 (1), , , , , , , 20 (13), , , , , , , 21 (14), , , , , , , 22 (15), , , , , , , 23 (16), , , , , , , 24 (17), , , , , , , 26 (19), , , , , , , 27 (20), , , , , , , 29 (22), , , , , , , 2 (12), , , , , , , 30 (24), , , , , , , 31 (25), , , , , , , 32 (26), , , , , , , 33 (27), , , , , , , 36 (30), , , , , , , 37 (31), , , , , , , 39 (33), , , , , , , 3 (23), , , , , , , 40 (35), , , , , , , 42 (37), , , , , , , 43 (38), , , , , , , 44 (39), , , , , , , 45 (40), , , , , , , 46 (41), , , , , , , 47 (42), , , , , , , 48 (43), , , , , , , 49 (44), , , , , , , 4 (34), , , , , , , 50 (46), , , , , , , 51 (47), , , , , , , 52 (48), , , , , , , 54 (50), , , , , , , 55 (51), , , , , , , 56 (52), , , , , , , 58 (54), , , , , , , 59 (55), , , , , , , 60 (57), , , , , , , 61 (58), , , , , , , 62 (59), , , , , , , 63 (60), , , , , , , 65 (62), , , , , , , 7 (64), , , , , , , 8 (65), , , , , , , 9 (66), , , , , , , 
Time, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, V_RMS, V_Valley, L, SOC, N, P, SwitchedOn, 
2019 Aug 19 (Mon) 0:00, 198.952, 0, 0, 92.2943, 0, 0, 0, 204.911, 0, 0, 98.8601, 0, 0, 0, 207.672, 0, 0, 100, 0, 0, 0, 217.96, 0, 0, 98.1562, 0, 0, 0, 204.911, 0, 0, 100, 0, 0, 0, 204.339, 0, 0, 95.9372, 0, 0, 0, 202.165, 0, 0, 83.1124, 0, 0, 0, 213.029, 0, 0, 86.6893, 0, 0, 0, 202.881, 0, 0, 100, 0, 0, 0, 205.462, 0, 0, 100, 0, 0, 0, 217.96, 0, 0, 100, 0, 0, 0, 200.83, 0, 0, 96.7168, 0, 0, 0, 212.686, 0, 0, 94.5981, 0, 0, 0, 197.038, 0, 0, 95.3869, 0, 0, 0, 200.987, 0, 0, 94.31, 0, 0, 0, 209.631, 0, 0, 100, 0, 0, 0, 204.265, 0, 0, 100, 0, 0, 0, 206.266, 0, 0, 90.9955, 0, 0, 0, 220.384, 0, 0, 99.7026, 0, 0, 0, 213.029, 0, 0, 97.7689, 0, 0, 0, 198.952, 0, 0, 93.5571, 0, 0, 0, 205.717, 0, 0, 92.9618, 0, 0, 0, 198.24, 0, 0, 97.0126, 0, 0, 0, 205.285, 0, 0, 92.6367, 0, 0, 0, 208.633, 0, 0, 100, 0, 0, 0, 202.97, 0, 0, 100, 0, 0, 0, 198.223, 0, 0, 100, 0, 0, 0, 202.881, 0, 0, 100, 0, 0, 0, 199.713, 0, 0, 92.5263, 0, 0, 0, 195.042, 0, 0, 93.485, 0, 0, 0, 199.011, 0, 0, 96.2189, 0, 0, 0, 217.412, 0, 0, 100, 0, 0, 0, 193.744, 0, 0, 93.5643, 0, 0, 0, 199.011, 0, 0, 96.7619, 0, 0, 0, 217.412, 0, 0, 98.8577, 0, 0, 0, 193.744, 0, 0, 88.1968, 0, 0, 0, 210.633, 0, 0, 100, 0, 0, 0, 219.913, 0, 0, 98.9958, 0, 0, 0, 219.212, 0, 0, 100, 0, 0, 0, 203.759, 0, 0, 95.6234, 0, 0, 0, 210.633, 0, 0, 100, 0, 0, 0, 207.083, 0, 0, 100, 0, 0, 0, 210.671, 0, 0, 100, 0, 0, 0, 214.861, 0, 0, 93.0623, 0, 0, 0, 210.671, 0, 0, 99.2296, 0, 0, 0, 218.365, 0, 0, 100, 0, 0, 0, 206.612, 0, 0, 100, 0, 0, 0, 210.88, 0, 0, 100, 0, 0, 0, 218.283, 0, 0, 100, 0, 0, 0, 202.577, 0, 0, 88.2932, 0, 0, 0, 218.283, 0, 0, 100, 0, 0, 0, 204.106, 0, 0, 100, 0, 0, 0, 212.686, 0, 0, 95.2838, 0, 0, 0, 197.038, 0, 0, 93.6801, 0, 0, 0, 
2019 Aug 19 (Mon) 0:30, 217.818, 0, 0, 97.9943, 0, 0, 0, 222.406, 0, 0, 98.8601, 0, 0, 0, 224.099, 0, 0, 100, 0, 0, 0, 225.944, 0, 0, 98.1562, 0, 0, 0, 222.406, 0, 0, 100, 0, 0, 0, 224.099, 0, 0, 100, 0, 0, 0, 219.693, 0, 0, 88.9194, 0, 0, 0, 221.567, 0, 0, 92.4611, 0, 0, 0, 221.657, 0, 0, 100, 0, 0, 0, 223.276, 0, 0, 100, 0, 0, 0, 225.944, 0, 0, 100, 0, 0, 0, 223.276, 0, 0, 100, 0, 0, 0, 224.853, 0, 0, 100, 0, 0, 0, 220.679, 0, 0, 100, 0, 0, 0, 222.248, 0, 0, 99.976, 0, 0, 0, 224.361, 0, 0, 100, 0, 0, 0, 222.248, 0, 0, 100, 0, 0, 0, 220.76, 0, 0, 96.7144, 0, 0, 0, 226.604, 0, 0, 99.7026, 0, 0, 0, 225.182, 0, 0, 100, 0, 0, 0, 221.371, 0, 0, 99.2366, 0, 0, 0, 224.484, 0, 0, 98.6509, 0, 0, 0, 221.269, 0, 0, 100, 0, 0, 0, 224.368, 0, 0, 98.3305, 0, 0, 0, 224.368, 0, 0, 100, 0, 0, 0, 223.389, 0, 0, 100, 0, 0, 0, 219.808, 0, 0, 100, 0, 0, 0, 221.657, 0, 0, 100, 0, 0, 0, 223.389, 0, 0, 98.2217, 0, 0, 0, 219.808, 0, 0, 99.1661, 0, 0, 0, 223.62, 0, 0, 100, 0, 0, 0, 224.524, 0, 0, 100, 0, 0, 0, 219.042, 0, 0, 99.2438, 0, 0, 0, 223.62, 0, 0, 100, 0, 0, 0, 224.524, 0, 0, 98.8577, 0, 0, 0, 215.526, 0, 0, 93.9517, 0, 0, 0, 225.032, 0, 0, 100, 0, 0, 0, 226.834, 0, 0, 98.9958, 0, 0, 0, 226.818, 0, 0, 100, 0, 0, 0, 223.264, 0, 0, 100, 0, 0, 0, 225.032, 0, 0, 100, 0, 0, 0, 223.264, 0, 0, 100, 0, 0, 0, 225.154, 0, 0, 100, 0, 0, 0, 226.594, 0, 0, 98.75, 0, 0, 0, 225.154, 0, 0, 99.2296, 0, 0, 0, 226.594, 0, 0, 100, 0, 0, 0, 222.379, 0, 0, 100, 0, 0, 0, 225.391, 0, 0, 100, 0, 0, 0, 226.48, 0, 0, 100, 0, 0, 0, 218.046, 0, 0, 94.0469, 0, 0, 0, 226.48, 0, 0, 100, 0, 0, 0, 223.276, 0, 0, 100, 0, 0, 0, 224.853, 0, 0, 100, 0, 0, 0, 220.679, 0, 0, 99.358, 0, 0, 0, 
2019 Aug 19 (Mon) 1:00, 231.388, 0, 0, 100, 0, 0, 0, 231.39, 0, 0, 98.8601, 0, 0, 0, 228.991, 0, 0, 100, 0, 0, 0, 231.691, 0, 0, 98.1562, 0, 0, 0, 231.39, 0, 0, 100, 0, 0, 0, 228.991, 0, 0, 100, 0, 0, 0, 224.287, 0, 0, 94.6646, 0, 0, 0, 231.664, 0, 0, 98.1581, 0, 0, 0, 231.026, 0, 0, 100, 0, 0, 0, 227.946, 0, 0, 100, 0, 0, 0, 231.691, 0, 0, 100, 0, 0, 0, 227.682, 0, 0, 100, 0, 0, 0, 231.369, 0, 0, 100, 0, 0, 0, 230.764, 0, 0, 100, 0, 0, 0, 231.571, 0, 0, 99.976, 0, 0, 0, 229.849, 0, 0, 100, 0, 0, 0, 231.571, 0, 0, 100, 0, 0, 0, 229.849, 0, 0, 100, 0, 0, 0, 231.359, 0, 0, 99.7026, 0, 0, 0, 231.664, 0, 0, 100, 0, 0, 0, 231.388, 0, 0, 99.2366, 0, 0, 0, 229.665, 0, 0, 98.6509, 0, 0, 0, 231.297, 0, 0, 100, 0, 0, 0, 229.572, 0, 0, 98.3305, 0, 0, 0, 229.572, 0, 0, 100, 0, 0, 0, 227.506, 0, 0, 100, 0, 0, 0, 230.589, 0, 0, 100, 0, 0, 0, 231.026, 0, 0, 100, 0, 0, 0, 227.506, 0, 0, 98.2217, 0, 0, 0, 230.589, 0, 0, 99.1661, 0, 0, 0, 227.418, 0, 0, 100, 0, 0, 0, 231.075, 0, 0, 100, 0, 0, 0, 230.502, 0, 0, 99.2438, 0, 0, 0, 227.418, 0, 0, 100, 0, 0, 0, 231.075, 0, 0, 98.8577, 0, 0, 0, 230.502, 0, 0, 99.6245, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 231.541, 0, 0, 98.9958, 0, 0, 0, 231.814, 0, 0, 100, 0, 0, 0, 231.844, 0, 0, 100, 0, 0, 0, 230.126, 0, 0, 100, 0, 0, 0, 231.844, 0, 0, 100, 0, 0, 0, 229.942, 0, 0, 100, 0, 0, 0, 231.631, 0, 0, 98.75, 0, 0, 0, 229.942, 0, 0, 99.2296, 0, 0, 0, 231.631, 0, 0, 100, 0, 0, 0, 231.662, 0, 0, 100, 0, 0, 0, 229.849, 0, 0, 100, 0, 0, 0, 231.54, 0, 0, 100, 0, 0, 0, 231.571, 0, 0, 99.7181, 0, 0, 0, 231.54, 0, 0, 100, 0, 0, 0, 227.682, 0, 0, 100, 0, 0, 0, 231.369, 0, 0, 100, 0, 0, 0, 230.764, 0, 0, 99.358, 0, 0, 0, 
2019 Aug 19 (Mon) 1:30, 231.723, 0, 0, 100, 0, 0, 0, 231.724, 0, 0, 98.8601, 0, 0, 0, 231.723, 0, 0, 100, 0, 0, 0, 231.723, 0, 0, 98.1562, 0, 0, 0, 231.724, 0, 0, 100, 0, 0, 0, 231.723, 0, 0, 100, 0, 0, 0, 231.38, 0, 0, 100, 0, 0, 0, 231.38, 0, 0, 98.1581, 0, 0, 0, 231.38, 0, 0, 100, 0, 0, 0, 231.38, 0, 0, 100, 0, 0, 0, 231.723, 0, 0, 100, 0, 0, 0, 231.122, 0, 0, 100, 0, 0, 0, 231.122, 0, 0, 100, 0, 0, 0, 231.122, 0, 0, 100, 0, 0, 0, 231.895, 0, 0, 99.976, 0, 0, 0, 231.895, 0, 0, 100, 0, 0, 0, 231.895, 0, 0, 100, 0, 0, 0, 231.895, 0, 0, 100, 0, 0, 0, 231.723, 0, 0, 99.7026, 0, 0, 0, 231.38, 0, 0, 100, 0, 0, 0, 231.723, 0, 0, 99.2366, 0, 0, 0, 231.723, 0, 0, 98.6509, 0, 0, 0, 231.637, 0, 0, 100, 0, 0, 0, 231.636, 0, 0, 98.3305, 0, 0, 0, 231.636, 0, 0, 100, 0, 0, 0, 230.95, 0, 0, 100, 0, 0, 0, 230.95, 0, 0, 100, 0, 0, 0, 231.38, 0, 0, 100, 0, 0, 0, 230.95, 0, 0, 98.2217, 0, 0, 0, 230.95, 0, 0, 99.1661, 0, 0, 0, 230.864, 0, 0, 100, 0, 0, 0, 230.864, 0, 0, 100, 0, 0, 0, 230.864, 0, 0, 99.2438, 0, 0, 0, 230.864, 0, 0, 100, 0, 0, 0, 230.864, 0, 0, 98.8577, 0, 0, 0, 230.864, 0, 0, 99.6245, 0, 0, 0, 232.153, 0, 0, 100, 0, 0, 0, 231.895, 0, 0, 98.9958, 0, 0, 0, 232.154, 0, 0, 100, 0, 0, 0, 232.154, 0, 0, 100, 0, 0, 0, 232.153, 0, 0, 100, 0, 0, 0, 232.154, 0, 0, 100, 0, 0, 0, 231.981, 0, 0, 100, 0, 0, 0, 231.981, 0, 0, 98.75, 0, 0, 0, 231.981, 0, 0, 99.2296, 0, 0, 0, 231.981, 0, 0, 100, 0, 0, 0, 231.981, 0, 0, 100, 0, 0, 0, 231.895, 0, 0, 100, 0, 0, 0, 231.895, 0, 0, 100, 0, 0, 0, 231.895, 0, 0, 99.7181, 0, 0, 0, 231.895, 0, 0, 100, 0, 0, 0, 231.122, 0, 0, 100, 0, 0, 0, 231.122, 0, 0, 100, 0, 0, 0, 231.122, 0, 0, 99.358, 0, 0, 0, 
2019 Aug 19 (Mon) 2:00, 229.437, 0, 0, 100, 0, 0, 0, 229.438, 0, 0, 98.8601, 0, 0, 0, 229.438, 0, 0, 100, 0, 0, 0, 229.438, 0, 0, 98.1562, 0, 0, 0, 229.438, 0, 0, 100, 0, 0, 0, 229.438, 0, 0, 100, 0, 0, 0, 229.058, 0, 0, 100, 0, 0, 0, 229.058, 0, 0, 98.1581, 0, 0, 0, 229.058, 0, 0, 100, 0, 0, 0, 229.058, 0, 0, 100, 0, 0, 0, 229.438, 0, 0, 100, 0, 0, 0, 228.773, 0, 0, 100, 0, 0, 0, 228.773, 0, 0, 100, 0, 0, 0, 228.774, 0, 0, 100, 0, 0, 0, 229.628, 0, 0, 99.976, 0, 0, 0, 229.628, 0, 0, 100, 0, 0, 0, 229.628, 0, 0, 100, 0, 0, 0, 229.628, 0, 0, 100, 0, 0, 0, 229.437, 0, 0, 99.7026, 0, 0, 0, 229.058, 0, 0, 100, 0, 0, 0, 229.437, 0, 0, 99.2366, 0, 0, 0, 229.437, 0, 0, 98.6509, 0, 0, 0, 229.342, 0, 0, 100, 0, 0, 0, 229.342, 0, 0, 98.3305, 0, 0, 0, 229.342, 0, 0, 100, 0, 0, 0, 228.583, 0, 0, 100, 0, 0, 0, 228.584, 0, 0, 100, 0, 0, 0, 229.058, 0, 0, 100, 0, 0, 0, 228.583, 0, 0, 98.2217, 0, 0, 0, 228.584, 0, 0, 99.1661, 0, 0, 0, 228.488, 0, 0, 100, 0, 0, 0, 228.489, 0, 0, 100, 0, 0, 0, 228.489, 0, 0, 99.2438, 0, 0, 0, 228.488, 0, 0, 100, 0, 0, 0, 228.489, 0, 0, 98.8577, 0, 0, 0, 228.489, 0, 0, 99.6245, 0, 0, 0, 229.913, 0, 0, 100, 0, 0, 0, 229.628, 0, 0, 98.9958, 0, 0, 0, 229.914, 0, 0, 100, 0, 0, 0, 229.914, 0, 0, 100, 0, 0, 0, 229.913, 0, 0, 100, 0, 0, 0, 229.914, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 98.75, 0, 0, 0, 229.723, 0, 0, 99.2296, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.723, 0, 0, 100, 0, 0, 0, 229.627, 0, 0, 100, 0, 0, 0, 229.627, 0, 0, 100, 0, 0, 0, 229.628, 0, 0, 99.7181, 0, 0, 0, 229.627, 0, 0, 100, 0, 0, 0, 228.773, 0, 0, 100, 0, 0, 0, 228.773, 0, 0, 100, 0, 0, 0, 228.774, 0, 0, 99.358, 0, 0, 0, 
2019 Aug 19 (Mon) 2:30, 232.118, 0, 0, 100, 0, 0, 0, 232.118, 0, 0, 98.8601, 0, 0, 0, 232.118, 0, 0, 100, 0, 0, 0, 232.118, 0, 0, 98.1562, 0, 0, 0, 232.118, 0, 0, 100, 0, 0, 0, 232.118, 0, 0, 100, 0, 0, 0, 231.795, 0, 0, 100, 0, 0, 0, 231.795, 0, 0, 98.1581, 0, 0, 0, 231.795, 0, 0, 100, 0, 0, 0, 231.795, 0, 0, 100, 0, 0, 0, 232.118, 0, 0, 100, 0, 0, 0, 231.553, 0, 0, 100, 0, 0, 0, 231.553, 0, 0, 100, 0, 0, 0, 231.553, 0, 0, 100, 0, 0, 0, 232.279, 0, 0, 99.976, 0, 0, 0, 232.279, 0, 0, 100, 0, 0, 0, 232.279, 0, 0, 100, 0, 0, 0, 232.279, 0, 0, 100, 0, 0, 0, 232.117, 0, 0, 99.7026, 0, 0, 0, 231.795, 0, 0, 100, 0, 0, 0, 232.118, 0, 0, 99.2366, 0, 0, 0, 232.117, 0, 0, 98.6509, 0, 0, 0, 232.037, 0, 0, 100, 0, 0, 0, 232.036, 0, 0, 98.3305, 0, 0, 0, 232.036, 0, 0, 100, 0, 0, 0, 231.391, 0, 0, 100, 0, 0, 0, 231.392, 0, 0, 100, 0, 0, 0, 231.795, 0, 0, 100, 0, 0, 0, 231.391, 0, 0, 98.2217, 0, 0, 0, 231.392, 0, 0, 99.1661, 0, 0, 0, 231.311, 0, 0, 100, 0, 0, 0, 231.311, 0, 0, 100, 0, 0, 0, 231.311, 0, 0, 99.2438, 0, 0, 0, 231.311, 0, 0, 100, 0, 0, 0, 231.311, 0, 0, 98.8577, 0, 0, 0, 231.311, 0, 0, 99.6245, 0, 0, 0, 232.522, 0, 0, 100, 0, 0, 0, 232.279, 0, 0, 98.9958, 0, 0, 0, 232.522, 0, 0, 100, 0, 0, 0, 232.522, 0, 0, 100, 0, 0, 0, 232.522, 0, 0, 100, 0, 0, 0, 232.522, 0, 0, 100, 0, 0, 0, 232.36, 0, 0, 100, 0, 0, 0, 232.36, 0, 0, 98.75, 0, 0, 0, 232.36, 0, 0, 99.2296, 0, 0, 0, 232.36, 0, 0, 100, 0, 0, 0, 232.36, 0, 0, 100, 0, 0, 0, 232.279, 0, 0, 100, 0, 0, 0, 232.279, 0, 0, 100, 0, 0, 0, 232.279, 0, 0, 99.7181, 0, 0, 0, 232.279, 0, 0, 100, 0, 0, 0, 231.553, 0, 0, 100, 0, 0, 0, 231.553, 0, 0, 100, 0, 0, 0, 231.553, 0, 0, 99.358, 0, 0, 0, 
2019 Aug 19 (Mon) 3:00, 232.813, 0, 0, 100, 0, 0, 0, 232.814, 0, 0, 98.8601, 0, 0, 0, 232.814, 0, 0, 100, 0, 0, 0, 232.814, 0, 0, 98.1562, 0, 0, 0, 232.814, 0, 0, 100, 0, 0, 0, 232.814, 0, 0, 100, 0, 0, 0, 232.503, 0, 0, 100, 0, 0, 0, 232.503, 0, 0, 98.1581, 0, 0, 0, 232.503, 0, 0, 100, 0, 0, 0, 232.503, 0, 0, 100, 0, 0, 0, 232.814, 0, 0, 100, 0, 0, 0, 232.27, 0, 0, 100, 0, 0, 0, 232.27, 0, 0, 100, 0, 0, 0, 232.27, 0, 0, 100, 0, 0, 0, 232.969, 0, 0, 99.976, 0, 0, 0, 232.969, 0, 0, 100, 0, 0, 0, 232.969, 0, 0, 100, 0, 0, 0, 232.969, 0, 0, 100, 0, 0, 0, 232.813, 0, 0, 99.7026, 0, 0, 0, 232.503, 0, 0, 100, 0, 0, 0, 232.813, 0, 0, 99.2366, 0, 0, 0, 232.813, 0, 0, 98.6509, 0, 0, 0, 232.736, 0, 0, 100, 0, 0, 0, 232.735, 0, 0, 98.3305, 0, 0, 0, 232.735, 0, 0, 100, 0, 0, 0, 232.114, 0, 0, 100, 0, 0, 0, 232.115, 0, 0, 100, 0, 0, 0, 232.503, 0, 0, 100, 0, 0, 0, 232.114, 0, 0, 98.2217, 0, 0, 0, 232.115, 0, 0, 99.1661, 0, 0, 0, 232.037, 0, 0, 100, 0, 0, 0, 232.037, 0, 0, 100, 0, 0, 0, 232.037, 0, 0, 99.2438, 0, 0, 0, 232.037, 0, 0, 100, 0, 0, 0, 232.037, 0, 0, 98.8577, 0, 0, 0, 232.037, 0, 0, 99.6245, 0, 0, 0, 233.203, 0, 0, 100, 0, 0, 0, 232.969, 0, 0, 98.9958, 0, 0, 0, 233.203, 0, 0, 100, 0, 0, 0, 233.203, 0, 0, 100, 0, 0, 0, 233.203, 0, 0, 100, 0, 0, 0, 233.203, 0, 0, 100, 0, 0, 0, 233.047, 0, 0, 100, 0, 0, 0, 233.047, 0, 0, 98.75, 0, 0, 0, 233.047, 0, 0, 99.2296, 0, 0, 0, 233.047, 0, 0, 100, 0, 0, 0, 233.047, 0, 0, 100, 0, 0, 0, 232.969, 0, 0, 100, 0, 0, 0, 232.969, 0, 0, 100, 0, 0, 0, 232.969, 0, 0, 99.7181, 0, 0, 0, 232.969, 0, 0, 100, 0, 0, 0, 232.27, 0, 0, 100, 0, 0, 0, 232.27, 0, 0, 100, 0, 0, 0, 232.27, 0, 0, 99.358, 0, 0, 0, 
2019 Aug 19 (Mon) 3:30, 232.005, 0, 0, 100, 0, 0, 0, 232.005, 0, 0, 98.8601, 0, 0, 0, 232.005, 0, 0, 100, 0, 0, 0, 232.005, 0, 0, 98.1562, 0, 0, 0, 232.005, 0, 0, 100, 0, 0, 0, 232.005, 0, 0, 100, 0, 0, 0, 231.674, 0, 0, 100, 0, 0, 0, 231.674, 0, 0, 98.1581, 0, 0, 0, 231.675, 0, 0, 100, 0, 0, 0, 231.674, 0, 0, 100, 0, 0, 0, 232.005, 0, 0, 100, 0, 0, 0, 231.426, 0, 0, 100, 0, 0, 0, 231.426, 0, 0, 100, 0, 0, 0, 231.427, 0, 0, 100, 0, 0, 0, 232.17, 0, 0, 99.976, 0, 0, 0, 232.17, 0, 0, 100, 0, 0, 0, 232.17, 0, 0, 100, 0, 0, 0, 232.17, 0, 0, 100, 0, 0, 0, 232.004, 0, 0, 99.7026, 0, 0, 0, 231.674, 0, 0, 100, 0, 0, 0, 232.005, 0, 0, 99.2366, 0, 0, 0, 232.004, 0, 0, 98.6509, 0, 0, 0, 231.922, 0, 0, 100, 0, 0, 0, 231.922, 0, 0, 98.3305, 0, 0, 0, 231.922, 0, 0, 100, 0, 0, 0, 231.261, 0, 0, 100, 0, 0, 0, 231.261, 0, 0, 100, 0, 0, 0, 231.675, 0, 0, 100, 0, 0, 0, 231.261, 0, 0, 98.2217, 0, 0, 0, 231.261, 0, 0, 99.1661, 0, 0, 0, 231.178, 0, 0, 100, 0, 0, 0, 231.178, 0, 0, 100, 0, 0, 0, 231.179, 0, 0, 99.2438, 0, 0, 0, 231.178, 0, 0, 100, 0, 0, 0, 231.178, 0, 0, 98.8577, 0, 0, 0, 231.179, 0, 0, 99.6245, 0, 0, 0, 232.419, 0, 0, 100, 0, 0, 0, 232.17, 0, 0, 98.9958, 0, 0, 0, 232.419, 0, 0, 100, 0, 0, 0, 232.419, 0, 0, 100, 0, 0, 0, 232.419, 0, 0, 100, 0, 0, 0, 232.419, 0, 0, 100, 0, 0, 0, 232.253, 0, 0, 100, 0, 0, 0, 232.253, 0, 0, 98.75, 0, 0, 0, 232.253, 0, 0, 99.2296, 0, 0, 0, 232.253, 0, 0, 100, 0, 0, 0, 232.253, 0, 0, 100, 0, 0, 0, 232.17, 0, 0, 100, 0, 0, 0, 232.17, 0, 0, 100, 0, 0, 0, 232.17, 0, 0, 99.7181, 0, 0, 0, 232.17, 0, 0, 100, 0, 0, 0, 231.426, 0, 0, 100, 0, 0, 0, 231.426, 0, 0, 100, 0, 0, 0, 231.427, 0, 0, 99.358, 0, 0, 0, 
